Versao,Ano_Fabricacao,Ano_Modelo,Quilometragem,Cambio,Preco_Real,Percentual_FIPE
2.0 VVT-IE FLEX ALTIS DIRECT SHIFT,2019,2020,59000,Automático,129890.0,104.0
1.8 XEI 16V FLEX 4P AUTOMÁTICO,2009,2010,230000,Automático,55200.0,99.0
1.8 VVT-I HYBRID FLEX ALTIS PREMIUM CVT,2020,2021,74000,Automático,127900.0,99.0
1.8 GLI UPPER 16V FLEX 4P AUTOMÁTICO,2016,2017,89592,Automático,83890.0,103.0
1.8 GLI 16V FLEX 4P AUTOMÁTICO,2016,2017,74000,Automático,86900.0,107.0
1.6 XLI 16V GASOLINA 4P AUTOMÁTICO,2008,2009,130000,Automático,58500.0,116.0
1.8 VVT-I HYBRID FLEX ALTIS PREMIUM CVT,2020,2020,41800,Automático,159900.0,127.0
2.0 VVT-IE FLEX ALTIS DIRECT SHIFT,2024,2024,15300,Automático,175900.0,108.0
1.8 XEI 16V FLEX 4P AUTOMÁTICO,2008,2009,167000,Automático,53900.0,100.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2022,2023,29700,Automático,169900.0,133.0
2.0 XEI 16V FLEX 4P AUTOMÁTICO,2018,2019,63257,Automático,107900.0,105.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2024,2024,55800,Automático,126890.0,89.0
2.0 XRS 16V FLEX 4P AUTOMÁTICO,2012,2013,120000,Automático,69900.0,104.0
1.8 XLI 16V FLEX 4P AUTOMÁTICO,2009,2010,118900,Automático,53900.0,101.0
2.0 XEI 16V FLEX 4P AUTOMÁTICO,2011,2012,130220,Automático,64990.0,102.0
1.8 GLI 16V FLEX 4P AUTOMÁTICO,2017,2018,69810,Automático,90999.0,107.0
1.8 GLI 16V FLEX 4P AUTOMÁTICO,2012,2013,163400,Automático,63900.0,102.0
2.0 XEI 16V FLEX 4P AUTOMÁTICO,2013,2013,140690,Automático,69900.0,105.0
1.8 GLI 16V FLEX 4P AUTOMÁTICO,2010,2011,160700,Automático,52900.0,95.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2020,2021,44839,Automático,123900.0,103.0
1.8 XEI 16V GASOLINA 4P AUTOMÁTICO,2007,2007,144000,Automático,46900.0,115.0
1.8 GLI 16V FLEX 4P AUTOMÁTICO,2013,2014,153505,Automático,64800.0,100.0
2.0 XEI 16V FLEX 4P AUTOMÁTICO,2014,2015,124149,Automático,81000.0,99.0
1.8 VVT-I HYBRID FLEX ALTIS PREMIUM CVT,2024,2024,34000,Automático,169900.0,103.0
2.0 XEI 16V FLEX 4P AUTOMÁTICO,2019,2019,52780,Automático,105890.0,103.0
2.0 VVT-IE FLEX GR-S DIRECT SHIFT,2024,2024,35200,Automático,157890.0,99.0
2.0 ALTIS 16V FLEX 4P AUTOMÁTICO,2015,2016,104000,Automático,92900.0,108.0
2.0 XEI 16V FLEX 4P AUTOMÁTICO,2012,2013,184492,Automático,64900.0,98.0
1.8 GLI 16V FLEX 4P AUTOMÁTICO,2018,2018,71000,Automático,89999.0,106.0
1.8 GLI 16V FLEX 4P AUTOMÁTICO,2017,2018,87000,Automático,87990.0,103.0
1.8 VVT-I HYBRID FLEX ALTIS PREMIUM CVT,2021,2022,60000,Automático,134900.0,100.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2020,2020,78000,Automático,112900.0,97.0
2.0 ALTIS 16V FLEX 4P AUTOMÁTICO,2014,2015,80000,Automático,99997.0,120.0
1.8 GLI 16V FLEX 4P AUTOMÁTICO,2013,2014,110000,Automático,66990.0,103.0
1.8 VVT-I HYBRID FLEX ALTIS PREMIUM CVT,2020,2021,47000,Automático,134990.0,104.0
1.8 VVT-I HYBRID FLEX ALTIS CVT,2019,2020,87000,Automático,124900.0,102.0
1.8 XEI 16V FLEX 4P AUTOMÁTICO,2009,2009,185470,Automático,57990.0,108.0
1.8 SE-G 16V GASOLINA 4P AUTOMÁTICO,2004,2004,150000,Automático,36900.0,102.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2024,2024,68000,Automático,132990.0,93.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2023,2024,38300,Automático,139900.0,98.0
2.0 XRS 16V FLEX 4P AUTOMÁTICO,2013,2014,189789,Automático,65700.0,96.0
1.8 GLI 16V FLEX 4P AUTOMÁTICO,2015,2016,115000,Automático,81900.0,104.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2022,2023,48400,Automático,126800.0,99.0
1.8 VVT-I HYBRID FLEX ALTIS PREMIUM CVT,2019,2020,70768,Automático,122990.0,98.0
1.8 VVT-I HYBRID FLEX ALTIS PREMIUM CVT,2019,2020,150000,Automático,118990.0,95.0
1.8 GLI 16V FLEX 4P AUTOMÁTICO,2015,2016,99000,Automático,78990.0,101.0
2.0 XEI 16V FLEX 4P AUTOMÁTICO,2018,2019,91000,Automático,107900.0,105.0
1.8 XLI 16V FLEX 4P AUTOMÁTICO,2009,2010,115118,Automático,58700.0,110.0
2.0 VVT-IE FLEX GLI DIRECT SHIFT,2019,2020,79448,Automático,109490.0,102.0
1.8 GLI 16V FLEX 4P AUTOMÁTICO,2017,2018,95000,Automático,84990.0,100.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2021,2022,39000,Automático,129990.0,106.0
2.0 XEI 16V FLEX 4P AUTOMÁTICO,2018,2019,116120,Automático,99900.0,97.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2022,2023,25872,Automático,137900.0,108.0
1.6 XLI 16V GASOLINA 4P AUTOMÁTICO,2007,2007,178000,Automático,48800.0,132.0
2.0 VVT-IE FLEX GLI DIRECT SHIFT,2020,2021,99806,Automático,98900.0,90.0
2.0 VVT-IE FLEX GLI DIRECT SHIFT,2020,2021,99806,Automático,99900.0,91.0
2.0 ALTIS 16V FLEX 4P AUTOMÁTICO,2014,2015,109000,Automático,86997.0,105.0
1.8 VVT-I HYBRID FLEX ALTIS PREMIUM CVT,2021,2022,52000,Automático,149900.0,111.0
2.0 VVT-IE FLEX GLI DIRECT SHIFT,2024,2024,31118,Automático,129900.0,103.0
2.0 VVT-IE FLEX GR-S DIRECT SHIFT,2023,2023,47500,Automático,135900.0,98.0
2.0 VVT-IE FLEX ALTIS DIRECT SHIFT,2024,2024,39000,Automático,159890.0,98.0
1.8 XEI 16V FLEX 4P AUTOMÁTICO,2008,2009,92000,Automático,57900.0,108.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2023,2023,26000,Automático,132990.0,104.0
1.8 GLI UPPER 16V FLEX 4P AUTOMÁTICO,2018,2019,110000,Automático,85000.0,96.0
2.0 XEI 16V FLEX 4P AUTOMÁTICO,2017,2018,47987,Automático,102990.0,103.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2024,2024,14000,Automático,149990.0,105.0
2.0 VVT-IE FLEX GR-S DIRECT SHIFT,2022,2023,28600,Automático,143900.0,104.0
2.0 VVT-IE FLEX GLI DIRECT SHIFT,2021,2021,59000,Automático,112900.0,102.0
1.8 VVT-I HYBRID FLEX ALTIS PREMIUM CVT,2025,2025,21200,Automático,184900.0,103.0
1.8 VVT-I HYBRID FLEX ALTIS PREMIUM CVT,2025,2025,21000,Automático,182900.0,102.0
2.0 XRS 16V FLEX 4P AUTOMÁTICO,2017,2018,75000,Automático,102900.0,104.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2020,2021,78000,Automático,134000.0,112.0
2.0 VVT-IE FLEX GLI DIRECT SHIFT,2021,2022,45000,Automático,113770.0,99.0
2.0 XEI 16V FLEX 4P AUTOMÁTICO,2018,2019,162700,Automático,96990.0,94.0
1.8 VVT-I HYBRID FLEX ALTIS CVT,2020,2021,79300,Automático,119990.0,95.0
2.0 VVT-IE FLEX ALTIS PREMIUM DIRECT SHIFT,2025,2025,13855,Automático,176900.0,100.0
2.0 XEI 16V FLEX 4P AUTOMÁTICO,2010,2011,79400,Automático,64900.0,111.0
1.8 XEI 16V FLEX 4P AUTOMÁTICO,2009,2010,210000,Automático,55900.0,101.0
1.8 VVT-I HYBRID FLEX ALTIS CVT,2023,2023,72376,Automático,136900.0,96.0
2.0 XEI 16V FLEX 4P AUTOMÁTICO,2015,2016,128800,Automático,86890.0,103.0
1.8 VVT-I HYBRID FLEX ALTIS PREMIUM CVT,2023,2023,72719,Automático,136990.0,95.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2023,2024,24516,Automático,139890.0,98.0
2.0 VVT-IE FLEX ALTIS DIRECT SHIFT,2020,2021,71224,Automático,136900.0,105.0
2.0 XEI 16V FLEX 4P AUTOMÁTICO,2016,2017,98300,Automático,90990.0,103.0
2.0 XEI 16V FLEX 4P AUTOMÁTICO,2014,2015,115884,Automático,84890.0,104.0
1.8 GLI UPPER 16V FLEX 4P AUTOMÁTICO,2015,2016,147000,Automático,78890.0,100.0
1.8 VVT-I HYBRID FLEX ALTIS CVT,2019,2020,177745,Automático,111700.0,91.0
2.0 VVT-IE FLEX ALTIS DIRECT SHIFT,2020,2021,72037,Automático,134900.0,103.0
2.0 ALTIS 16V FLEX 4P AUTOMÁTICO,2018,2019,67423,Automático,107990.0,101.0
2.0 XRS 16V FLEX 4P AUTOMÁTICO,2017,2018,90700,Automático,99900.0,101.0
2.0 XEI 16V FLEX 4P AUTOMÁTICO,2014,2015,139000,Automático,85000.0,104.0
1.8 VVT-I HYBRID FLEX ALTIS PREMIUM CVT,2019,2020,107000,Automático,119990.0,96.0
2.0 ALTIS 16V FLEX 4P AUTOMÁTICO,2014,2015,94483,Automático,85000.0,102.0
1.8 VVT-I HYBRID FLEX ALTIS PREMIUM CVT,2020,2021,59000,Automático,169990.0,131.0
2.0 VVT-IE FLEX GLI DIRECT SHIFT,2020,2021,99806,Automático,98900.0,90.0
1.8 VVT-I HYBRID FLEX ALTIS PREMIUM CVT,2023,2023,48080,Automático,142990.0,99.0
2.0 XEI 16V FLEX 4P AUTOMÁTICO,2016,2017,78704,Automático,87900.0,100.0
1.8 VVT-I HYBRID FLEX ALTIS CVT,2020,2021,60081,Automático,125890.0,100.0
1.8 GLI 16V FLEX 4P AUTOMÁTICO,2014,2015,148000,Automático,79700.0,106.0
2.0 XEI 16V FLEX 4P AUTOMÁTICO,2015,2016,107000,Automático,86900.0,103.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2021,2022,34000,Automático,145900.0,119.0
2.0 XEI 16V FLEX 4P AUTOMÁTICO,2013,2013,180800,Automático,66900.0,101.0
1.8 GLI 16V FLEX 4P AUTOMÁTICO,2016,2017,99001,Manual,84990.0,105.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2023,2023,103886,Automático,115980.0,91.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2023,2024,19000,Automático,149000.0,104.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2023,2024,26950,Automático,139790.0,98.0
1.8 XEI 16V FLEX 4P AUTOMÁTICO,2004,2004,111111,Automático,39900.0,112.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2020,2021,50000,Automático,122900.0,103.0
2.0 ALTIS 16V FLEX 4P AUTOMÁTICO,2014,2015,80000,Automático,99997.0,120.0
2.0 XEI 16V FLEX 4P AUTOMÁTICO,2013,2014,88579,Automático,73900.0,106.0
1.8 VVT-I HYBRID FLEX ALTIS CVT,2023,2023,140000,Automático,134990.0,95.0
2.0 VVT-IE FLEX GLI DIRECT SHIFT,2020,2021,99806,Automático,99900.0,91.0
1.8 GLI 16V FLEX 4P AUTOMÁTICO,2010,2010,155000,Automático,55900.0,105.0
2.0 XEI 16V FLEX 4P AUTOMÁTICO,2017,2018,37813,Automático,112887.0,113.0
2.0 XEI 16V FLEX 4P AUTOMÁTICO,2018,2019,120000,Automático,105900.0,103.0
2.0 XEI 16V FLEX 4P AUTOMÁTICO,2012,2012,164000,Automático,65890.0,104.0
2.0 XEI 16V FLEX 4P AUTOMÁTICO,2011,2012,75433,Automático,72900.0,115.0
2.0 VVT-IE FLEX GLI DIRECT SHIFT,2020,2020,34300,Automático,114900.0,107.0
2.0 VVT-IE FLEX GLI DIRECT SHIFT,2020,2020,119856,Automático,102900.0,96.0
1.8 XEI 16V GASOLINA 4P AUTOMÁTICO,2006,2007,169752,Automático,45900.0,112.0
2.0 XRS 16V FLEX 4P AUTOMÁTICO,2017,2018,111600,Automático,99900.0,101.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2022,2023,50468,Automático,126900.0,99.0
2.0 VVT-IE FLEX GLI DIRECT SHIFT,2020,2021,99806,Automático,98900.0,90.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2024,2024,19165,Automático,147900.0,104.0
2.0 VVT-IE FLEX GLI DIRECT SHIFT,2021,2022,61000,Manual,119990.0,105.0
1.8 GLI 16V FLEX 4P AUTOMÁTICO,2013,2014,169000,Automático,68990.0,106.0
1.8 GLI 16V FLEX 4P AUTOMÁTICO,2010,2011,142000,Automático,60000.0,108.0
2.0 XEI 16V FLEX 4P AUTOMÁTICO,2016,2017,100000,Automático,88890.0,101.0
1.8 VVT-I HYBRID FLEX ALTIS PREMIUM CVT,2025,2026,0,Automático,193890.0,103.0
1.8 GLI 16V FLEX 4P AUTOMÁTICO,2016,2016,97535,Automático,84900.0,108.0
2.0 ALTIS 16V FLEX 4P AUTOMÁTICO,2018,2019,67423,Automático,107990.0,101.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2023,2024,34850,Automático,139900.0,98.0
1.8 GLI 16V FLEX 4P AUTOMÁTICO,2016,2017,135000,Automático,79990.0,99.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2020,2020,62000,Automático,119990.0,103.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2023,2023,29180,Automático,127870.0,100.0
2.0 ALTIS 16V FLEX 4P AUTOMÁTICO,2011,2012,193000,Automático,69900.0,107.0
1.8 GLI UPPER 16V FLEX 4P AUTOMÁTICO,2018,2019,63000,Automático,97900.0,111.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2021,2022,80255,Automático,120900.0,98.0
2.0 VVT-IE FLEX GR-S DIRECT SHIFT,2023,2024,16000,Automático,168900.0,106.0
1.8 GLI 16V FLEX 4P AUTOMÁTICO,2017,2018,112000,Automático,86900.0,102.0
1.8 VVT-I HYBRID FLEX ALTIS CVT,2019,2020,100000,Automático,119900.0,98.0
1.8 GLI UPPER 16V FLEX 4P AUTOMÁTICO,2019,2019,110000,Automático,89900.0,102.0
2.0 XEI 16V FLEX 4P AUTOMÁTICO,2016,2017,72032,Automático,95990.0,109.0
1.8 GLI 16V FLEX 4P AUTOMÁTICO,2016,2017,148000,Automático,79900.0,98.0
1.8 XEI 16V FLEX 4P AUTOMÁTICO,2009,2009,100,Automático,59500.0,111.0
1.8 GLI 16V FLEX 4P AUTOMÁTICO,2017,2017,114000,Automático,89900.0,111.0
2.0 XEI 16V FLEX 4P AUTOMÁTICO,2010,2011,123833,Automático,66890.0,114.0
1.8 GLI 16V FLEX 4P AUTOMÁTICO,2014,2015,131000,Automático,84990.0,113.0
1.8 VVT-I HYBRID FLEX ALTIS PREMIUM CVT,2020,2021,66200,Automático,139900.0,108.0
2.0 VVT-IE FLEX GLI DIRECT SHIFT,2022,2022,52933,Automático,124790.0,109.0
2.0 VVT-IE FLEX GR-S DIRECT SHIFT,2025,2025,0,Automático,169900.0,97.0
1.8 VVT-I HYBRID FLEX ALTIS PREMIUM CVT,2023,2023,77000,Automático,146990.0,102.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2024,2024,28898,Automático,145990.0,102.0
2.0 XEI 16V FLEX 4P AUTOMÁTICO,2019,2019,32816,Automático,115900.0,113.0
2.0 XEI 16V FLEX 4P AUTOMÁTICO,2013,2014,140500,Automático,71900.0,103.0
2.0 XEI 16V FLEX 4P AUTOMÁTICO,2019,2019,96000,Automático,109990.0,107.0
1.8 GLI 16V FLEX 4P AUTOMÁTICO,2014,2015,143000,Automático,75900.0,101.0
1.8 GLI UPPER 16V FLEX 4P AUTOMÁTICO,2017,2018,100972,Automático,89900.0,105.0
2.0 XRS 16V FLEX 4P AUTOMÁTICO,2017,2018,105000,Automático,103890.0,105.0
2.0 XEI 16V FLEX 4P AUTOMÁTICO,2017,2018,123994,Automático,97900.0,98.0
1.8 GLI 16V FLEX 4P AUTOMÁTICO,2017,2018,79615,Automático,84990.0,100.0
1.8 VVT-I HYBRID FLEX ALTIS CVT,2023,2023,49990,Automático,145900.0,103.0
1.8 VVT-I HYBRID FLEX ALTIS PREMIUM CVT,2019,2020,76000,Automático,154900.0,123.0
1.8 VVT-I HYBRID FLEX ALTIS CVT,2020,2021,78000,Automático,129900.0,103.0
1.8 GLI 16V FLEX 4P AUTOMÁTICO,2017,2018,110355,Automático,87900.0,103.0
2.0 XEI 16V FLEX 4P AUTOMÁTICO,2016,2017,85000,Automático,91890.0,104.0
1.8 GLI 16V FLEX 4P AUTOMÁTICO,2017,2018,91978,Manual,85990.0,101.0
1.8 VVT-I HYBRID FLEX ALTIS CVT,2022,2023,47000,Automático,169990.0,120.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2021,2022,38700,Automático,153999.0,125.0
2.0 VVT-IE FLEX GR-S DIRECT SHIFT,2023,2024,20800,Automático,167900.0,105.0
1.8 VVT-I HYBRID FLEX ALTIS PREMIUM CVT,2025,2026,0,Automático,199990.0,106.0
1.8 GLI 16V FLEX 4P AUTOMÁTICO,2013,2014,117000,Automático,68500.0,106.0
1.8 VVT-I HYBRID FLEX ALTIS PREMIUM CVT,2020,2021,78236,Automático,126900.0,98.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2021,2022,92000,Manual,124900.0,102.0
1.8 VVT-I HYBRID FLEX ALTIS PREMIUM CVT,2025,2026,0,Automático,199990.0,106.0
2.0 XEI 16V FLEX 4P AUTOMÁTICO,2011,2012,137000,Automático,66900.0,105.0
2.0 XEI 16V FLEX 4P AUTOMÁTICO,2012,2013,115000,Automático,69300.0,104.0
1.8 SE-G 16V GASOLINA 4P AUTOMÁTICO,2004,2004,199830,Automático,39900.0,110.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2022,2023,80000,Automático,133990.0,105.0
1.8 GLI 16V FLEX 4P AUTOMÁTICO,2017,2018,97041,Automático,85900.0,101.0
2.0 VVT-IE FLEX GR-S DIRECT SHIFT,2025,2025,20000,Automático,183990.0,105.0
1.8 XEI 16V FLEX 4P AUTOMÁTICO,2009,2010,170644,Automático,58900.0,106.0
2.0 XEI 16V FLEX 4P AUTOMÁTICO,2014,2015,83405,Automático,86990.0,106.0
2.0 VVT-IE FLEX GR-S DIRECT SHIFT,2023,2024,64922,Automático,154990.0,97.0
2.0 XEI 16V FLEX 4P AUTOMÁTICO,2013,2014,162265,Automático,76900.0,110.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2024,2024,41213,Automático,138990.0,97.0
1.8 GLI 16V FLEX 4P MANUAL,2010,2011,200000,Manual,57900.0,106.0
2.0 ALTIS 16V FLEX 4P AUTOMÁTICO,2017,2018,85000,Automático,104990.0,102.0
1.8 VVT-I HYBRID FLEX ALTIS CVT,2021,2022,109764,Automático,138000.0,104.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2023,2023,63645,Automático,125900.0,99.0
2.0 ALTIS 16V FLEX 4P AUTOMÁTICO,2010,2011,214726,Automático,62900.0,105.0
1.8 VVT-I HYBRID FLEX ALTIS PREMIUM CVT,2024,2024,20000,Automático,179900.0,109.0
1.8 VVT-I HYBRID FLEX ALTIS PREMIUM CVT,2022,2023,69000,Automático,149900.0,104.0
2.0 XEI 16V FLEX 4P AUTOMÁTICO,2016,2017,158000,Automático,88490.0,100.0
1.8 GLI 16V FLEX 4P AUTOMÁTICO,2017,2018,97041,Automático,85900.0,101.0
2.0 XEI 16V FLEX 4P AUTOMÁTICO,2013,2014,86000,Automático,77900.0,111.0
2.0 VVT-IE FLEX GLI DIRECT SHIFT,2021,2022,83000,Automático,109900.0,96.0
2.0 VVT-IE FLEX GLI DIRECT SHIFT,2020,2021,99806,Automático,98900.0,90.0
2.0 XEI 16V FLEX 4P AUTOMÁTICO,2017,2018,137072,Automático,97500.0,98.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2022,2023,60190,Automático,124990.0,98.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2022,2023,37000,Automático,169990.0,133.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2024,2024,15000,Automático,189900.0,133.0
1.8 VVT-I HYBRID FLEX ALTIS CVT,2020,2021,51225,Automático,133800.0,106.0
2.0 VVT-IE FLEX ALTIS PREMIUM DIRECT SHIFT,2026,2026,0,Automático,199980.0,106.0
2.0 VVT-IE FLEX ALTIS PREMIUM DIRECT SHIFT,2026,2026,0,Automático,205790.0,109.0
1.8 XEI 16V GASOLINA 4P AUTOMÁTICO,2005,2006,206000,Automático,44900.0,117.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2024,2024,28899,Automático,145990.0,102.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2023,2024,6000,Automático,153000.0,107.0
1.8 GLI 16V FLEX 4P AUTOMÁTICO,2010,2011,206440,Manual,56900.0,103.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2019,2020,118564,Automático,112700.0,97.0
1.8 GLI UPPER 16V FLEX 4P AUTOMÁTICO,2019,2019,70000,Automático,99990.0,113.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2022,2023,35000,Automático,137900.0,108.0
2.0 XEI 16V FLEX 4P AUTOMÁTICO,2016,2016,209164,Automático,86900.0,103.0
1.8 GLI 16V FLEX 4P AUTOMÁTICO,2016,2017,100083,Automático,83900.0,103.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2022,2023,48200,Automático,127600.0,100.0
1.8 VVT-I HYBRID FLEX ALTIS PREMIUM CVT,2021,2022,66037,Automático,136887.0,101.0
1.8 GLI 16V FLEX 4P AUTOMÁTICO,2017,2018,95213,Automático,91990.0,108.0
2.0 ALTIS 16V FLEX 4P AUTOMÁTICO,2013,2014,187000,Automático,72900.0,101.0
2.0 XEI 16V FLEX 4P AUTOMÁTICO,2011,2012,187000,Automático,66900.0,105.0
1.8 VVT-I HYBRID FLEX ALTIS PREMIUM CVT,2025,2026,5798,Automático,198900.0,106.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2023,2023,82000,Automático,130000.0,102.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2022,2023,58000,Automático,129900.0,102.0
1.8 VVT-I HYBRID FLEX ALTIS CVT,2022,2023,60200,Automático,143900.0,101.0
2.0 XEI 16V FLEX 4P AUTOMÁTICO,2015,2016,148000,Automático,87990.0,104.0
2.0 XEI 16V FLEX 4P AUTOMÁTICO,2018,2019,85000,Automático,99900.0,97.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2021,2022,28900,Automático,134900.0,110.0
1.8 GLI 16V FLEX 4P AUTOMÁTICO,2011,2012,217000,Automático,63900.0,107.0
2.0 XEI 16V FLEX 4P AUTOMÁTICO,2016,2017,88236,Manual,91990.0,104.0
1.8 GLI 16V FLEX 4P AUTOMÁTICO,2017,2018,97041,Automático,85900.0,101.0
2.0 XEI 16V FLEX 4P AUTOMÁTICO,2012,2013,148272,Automático,66899.0,101.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2022,2022,41000,Automático,125800.0,102.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2024,2024,23937,Automático,145990.0,102.0
1.8 GLI 16V FLEX 4P AUTOMÁTICO,2017,2018,97041,Automático,85900.0,101.0
2.0 VVT-IE FLEX GR-S DIRECT SHIFT,2025,2026,500,Automático,189900.0,104.0
2.0 VVT-IE FLEX ALTIS DIRECT SHIFT,2021,2022,62916,Automático,134990.0,99.0
1.8 GLI 16V FLEX 4P AUTOMÁTICO,2017,2018,97586,Automático,89000.0,104.0
2.0 VVT-IE FLEX GLI DIRECT SHIFT,2025,2025,100,Automático,147890.0,102.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2024,2024,30480,Automático,145900.0,102.0
2.0 VVT-IE FLEX GR-S DIRECT SHIFT,2021,2022,65000,Automático,169900.0,133.0
1.8 GLI UPPER 16V FLEX 4P AUTOMÁTICO,2019,2019,120000,Automático,98900.0,112.0
2.0 XEI 16V FLEX 4P AUTOMÁTICO,2018,2019,132454,Automático,108000.0,105.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2022,2023,33700,Automático,134980.0,106.0
1.8 GLI 16V FLEX 4P AUTOMÁTICO,2015,2016,180000,Automático,78500.0,100.0
1.8 VVT-I HYBRID FLEX ALTIS PREMIUM CVT,2022,2023,117900,Automático,138900.0,96.0
2.0 VVT-IE FLEX GR-S DIRECT SHIFT,2025,2026,500,Automático,189900.0,104.0
1.8 VVT-I HYBRID FLEX ALTIS PREMIUM CVT,2021,2022,79000,Automático,169990.0,126.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2021,2022,70200,Automático,119980.0,98.0
1.8 GLI 16V FLEX 4P AUTOMÁTICO,2017,2018,116000,Automático,89900.0,106.0
1.8 VVT-I HYBRID FLEX ALTIS PREMIUM CVT,2022,2023,81000,Automático,147000.0,102.0
1.8 GLI 16V FLEX 4P AUTOMÁTICO,2016,2017,122000,Automático,84900.0,105.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2023,2024,57300,Automático,139890.0,98.0
2.0 XEI 16V FLEX 4P AUTOMÁTICO,2016,2017,137993,Automático,88990.0,101.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2026,2026,0,Automático,177010.0,108.0
1.8 VVT-I HYBRID FLEX ALTIS PREMIUM CVT,2023,2023,44181,Automático,179990.0,124.0
1.8 VVT-I HYBRID FLEX ALTIS PREMIUM CVT,2021,2022,82732,Automático,138999.0,103.0
2.0 VVT-IE FLEX ALTIS DIRECT SHIFT,2019,2020,54000,Automático,131900.0,106.0
2.0 XEI 16V FLEX 4P AUTOMÁTICO,2018,2019,75000,Automático,110900.0,108.0
2.0 VVT-IE FLEX ALTIS DIRECT SHIFT,2020,2021,56000,Automático,132900.0,102.0
1.8 GLI 16V FLEX 4P AUTOMÁTICO,2017,2018,97041,Automático,85900.0,101.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2022,2023,47000,Automático,138900.0,109.0
2.0 XRS 16V FLEX 4P AUTOMÁTICO,2013,2014,167143,Automático,73900.0,108.0
1.8 GLI 16V FLEX 4P AUTOMÁTICO,2014,2014,126397,Automático,65890.0,102.0
2.0 VVT-IE FLEX GLI DIRECT SHIFT,2024,2024,33782,Automático,129100.0,103.0
1.8 GLI UPPER 16V FLEX 4P AUTOMÁTICO,2018,2019,138506,Automático,84980.0,96.0
1.8 VVT-I HYBRID FLEX ALTIS PREMIUM CVT,2020,2021,85000,Automático,161900.0,125.0
2.0 XEI 16V FLEX 4P AUTOMÁTICO,2014,2015,122000,Automático,82990.0,101.0
2.0 XEI 16V FLEX 4P AUTOMÁTICO,2011,2012,140000,Automático,64900.0,102.0
1.8 GLI 16V FLEX 4P AUTOMÁTICO,2016,2017,138000,Automático,84900.0,105.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2023,2024,41300,Automático,137890.0,97.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2026,2026,0,Automático,175620.0,107.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2020,2021,80000,Automático,137990.0,115.0
1.8 GLI 16V FLEX 4P AUTOMÁTICO,2016,2017,176000,Automático,79900.0,98.0
1.8 GLI 16V FLEX 4P AUTOMÁTICO,2017,2018,184116,Automático,86900.0,102.0
